BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,LATITUDE,LONGITUDE
Brokered by TDMT - The Development Marketing Team,Pending,560000,2,1,2184.207862,Brooklyn,"345 Bedford Ave Apt D2Brooklyn, NY 11211",New York,Kings County,Brooklyn,40.7121147,-73.9626871
Brokered by Keller Williams Realty Greater Nassau,Co-op,198000,1,1,2184.207862,Rego Park,"65-15 Alderton St Unit 1ARego Park, NY 11374",New York,Queens County,Queens,40.720847,-73.858929
Brokered by Coldwell Banker Advantage,House,1099000,3,2,1092.0,Staten Island,"8 Piedmont AveStaten Island, NY 10305",United States,New York,Richmond County,40.6038744,-74.0739123
Brokered by DIGS - Digs Realty Group EMAIL),Co-op,779000,1,1,800.0,New York,"321 W 90th St Apt 8DNew York, NY 10024",New York,New York County,New York,40.792004,-73.9767816
Brokered by RE MAX Real Estate Professionals,Multi-family home,1880000,5,2,1850.0,Brooklyn,"6820 17th AveBrooklyn, NY 11204",United States,New York,Kings County,40.6184547,-73.9949244
Brokered by EXIT REALTY PRIVATE CLIENT,House,509000,3,1,1100.0,Bronx,"3054 Lawton AveBronx, NY 10465",United States,New York,Bronx County,40.8181427,-73.8105454
"Brokered by Nest Seekers International, Midtown",Condo,499000,1,1,845.0,Brooklyn,"2068 Ocean Ave Apt 2BBrooklyn, NY 11230",New York,Kings County,Brooklyn,40.611469,-73.954103
Brokered by RE/MAX City Square,Co-op,204888,3,1,2184.207862,Forest Hills,"67-12 Yellowstone Blvd Unit G16Forest Hills, NY 11375",New York,Queens County,Queens,40.7284499,-73.8492399
Brokered by CENTURY 21 ROYAL,Multi-family home,1499000,8,3,3300.0,Bronx,"713 E 239th StBronx, NY 10466",United States,New York,Bronx County,40.8998618,-73.852221
Brokered by Piastro Realty LLC,House,1295000,8,3,3050.0,Brooklyn,"3043 Brighton 14 StBrooklyn, NY 11235",United States,New York,Kings County,40.578698,-73.9551566
Brokered by COMPASS,Co-op,7500000,3,2,6000.0,Manhattan,"515 Broadway Apt 2BManhattan, NY 10012",New York,New York County,New York,40.7227148,-73.9993678
"Brokered by EXP REALTY, LLC",Condo,395000,1,1,519.0,Queens,"70-13 Park Dr Unit AQueens, NY 11367",United States,New York,Queens County,40.7267616,-73.8294609
Brokered by RITZ REALTY NY CORP.,Multi-family home,760000,4,2,1490.0,Staten Island,"446 Clifton AveStaten Island, NY 10305",United States,New York,Richmond County,40.6100159,-74.0754726
Brokered by Jamie & Connie Real Estate Grp,House,988000,4,3,1552.0,Flushing,"158-34 75th AveFlushing, NY 11366",United States,New York,Queens County,40.7264779,-73.8093514
Brokered by B Square Realty,Condo,528000,2,1,753.0,Flushing,"69-88 136th St Unit BFlushing, NY 11367",United States,New York,Queens County,40.7267616,-73.8294609
Brokered by RE MAX Edge,Multi-family home,949000,5,4,2184.207862,Brooklyn,"587 Van Siclen AveBrooklyn, NY 11207",United States,New York,Kings County,40.6651608,-73.8881575
"Brokered by NEUHAUS REALTY, INC.",Condo,420000,2,1,840.0,Staten Island,"1286 Rockland Ave Unit 2HHStaten Island, NY 10314",New York,Richmond County,Staten Island,40.5945609,-74.1596635
Brokered by Jamie & Connie Real Estate Grp,Pending,1380000,6,4,2184.207862,Flushing,"150-39 59th AveFlushing, NY 11355",United States,New York,Queens County,40.7416665,-73.8173924
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Condo,1750000,3,2,1494.0,New York,"203 W 81st St Apt 2ANew York, NY 10024",New York,New York County,New York,40.7847793,-73.9778528
Brokered by Chous Realty Group Inc,Co-op,268000,1,1,850.0,Flushing,"142-20 26 Ave Unit 5GFlushing, NY 11354",New York,Queens County,Queens,40.7741978,-73.8256676
Brokered by Real Broker NY LLC,House,849000,3,2,2184.207862,Corona,"11019 Saultell AveCorona, NY 11368",United States,New York,Queens County,40.7398873,-73.8506134
Brokered by Mega Homes Realty Inc,Multi-family home,1095000,3,2,2184.207862,Astoria,"31-36 48th StAstoria, NY 11103",United States,New York,Queens County,40.757489,-73.9116062
Brokered by Corcoran West Side,Condo,4295000,3,2,2615.0,New York,"426 W 58th St Ph 3New York, NY 10019",New York,New York County,New York,40.7688045,-73.9862514
Brokered by Premier South Shore Realty LLC,Multi-family home,720000,3,2,2184.207862,Richmond Hill,"126-15 103rd AveRichmond Hill, NY 11418",United States,New York,Queens County,40.6899814,-73.8185297
Brokered by Rubirosa International Realty,Multi-family home,1900000,3,2,3500.0,Bronx,"1838 Victor StBronx, NY 10462",United States,New York,Bronx County,40.8462523,-73.8671523
Brokered by Fave Realty Inc,House,729999,3,2,1056.0,Jamaica,"120-15 145th StJamaica, NY 11436",United States,New York,Queens County,40.6762428,-73.7945184
Brokered by Douglas Elliman - 1995 Broadway,Co-op,425000,3,1,2184.207862,New York,"207 W 98th St Apt 1AANew York, NY 10025",New York,New York County,New York,40.7957436,-73.9699861
Brokered by Century 21 Realty First,House,848000,3,3,1080.0,Brooklyn,"1645 71st StBrooklyn, NY 11204",United States,New York,Kings County,40.6180243,-73.9971092
Brokered by Douglas Elliman - 325 Court,Co-op,213000,3,1,430.0,Brooklyn,"345 Webster Ave Apt 3MBrooklyn, NY 11230",New York,Kings County,Brooklyn,40.6339914,-73.9689071
Brokered by Bellmarc,Multi-family home,795000,3,2,1725.0,Brooklyn,"1051 Herkimer StBrooklyn, NY 11233",United States,New York,Kings County,40.6781645,-73.9185084
Brokered by Arash Real Estate & Mgmt,Pending,749000,3,1,2184.207862,Little Neck,"7 Van Nostrand CtLittle Neck, NY 11362",United States,New York,Queens County,40.7714035,-73.733393
"Brokered by Nest Seekers International, Midtown",Condo,1350000,2,1,2184.207862,Brooklyn,"659 Baltic St Unit PhBrooklyn, NY 11217",United States,New York,Kings County,40.6799762,-73.9787904
Brokered by Magic Of Great Neck Realty Inc,Co-op,649000,2,2,1500.0,Floral Park,"27010 Grand Central Pkwy Apt 25KFloral Park, NY 11005",New York,Queens County,Queens,40.7568337,-73.715194
Brokered by Keller Williams Rlty Landmark,Co-op,439000,2,1,900.0,Bayside,"13-56 Bell Blvd Unit 2Bayside, NY 11360",New York,Queens County,Queens,40.7877465,-73.7810708
Brokered by Douglas Elliman - Roslyn,Multi-family home,1699000,5,5,2184.207862,Astoria,"42-11 Astoria Blvd NAstoria, NY 11105",United States,New York,Queens County,40.7691484,-73.9073703
"Brokered by Nest Seekers International, Midtown",Condo,2375000,2,2,986.0,Queens,"3 Court Sq W Ph 202Queens, NY 11101",United States,New York,Queens County,40.7478785,-73.9444755
Brokered by DNLS Real Estate Mgmt LLC,Co-op,349999,1,1,2184.207862,Rego Park,"97-37 63rd Rd Unit 11FRego Park, NY 11374",New York,Queens County,Queens,40.7318958,-73.8599645
Brokered by Prime Homes Realty,House,425000,2,1,2184.207862,Jamaica,"117-23 142nd StJamaica, NY 11436",United States,New York,Queens County,40.6779035,-73.799284
Brokered by CONTINENT REALTY LLC,House,1650000,3,4,2272.0,Brooklyn,"132 Oxford StBrooklyn, NY 11235",United States,New York,Kings County,40.5799535,-73.9383472
Brokered by COMPASS,Pending,1225000,4,2,2184.207862,Queens,"34-47 80th St Unit 31Queens, NY 11372",New York,Queens County,Queens,40.7535399,-73.8868899
Brokered by RE/MAX Team,House,699000,3,2,2184.207862,Brooklyn,"10557 Avenue KBrooklyn, NY 11236",United States,New York,Kings County,40.64539,-73.8897652
Brokered by Douglas Elliman - 575 Madison Ave,Co-op,1150000,1,1,984.0,Brooklyn,"40 Remsen St Apt 4Brooklyn, NY 11201",New York,Kings County,Brooklyn,40.6946221,-73.9969945
Brokered by RE MAX Edge,House,2399000,5,5,2184.207862,Brooklyn,"208 Mayfair Dr NBrooklyn, NY 11234",United States,New York,Kings County,40.6115517,-73.9061979
Brokered by RE MAX Distinguished Homes & Properties,Multi-family home,989000,8,5,3252.0,Bronx,"855 E 223rd StBronx, NY 10466",United States,New York,Bronx County,40.8850441,-73.8562999
Brokered by Lombardo Homes & Estates,Co-op,318888,1,1,875.0,Corona,"99-25 60th Ave Unit 6GCorona, NY 11368",New York,Queens County,Queens,40.736926,-73.8577614
Brokered by Charles H. Greenthal Property,Co-op,799000,2,2,1549.0,Floral Park,"27010 Grand Central Pkwy Apt 24KFloral Park, NY 11005",New York,Queens County,Queens,40.7568337,-73.715194
Brokered by RE MAX Elite,Co-op,489000,2,1,950.0,Brooklyn,"9201 Shore Rd Apt D509Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.620502,-74.0396973
Brokered by Dorsa Group Realty,Co-op,398000,2,1,900.0,Brooklyn,"181 73rd St Apt 457Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6337679,-74.0305471
Brokered by Grand Realty Advisors,House,1190000,3,2,1088.0,Brooklyn,"186 Mackenzie StBrooklyn, NY 11235",United States,New York,Kings County,40.5787747,-73.9401956
Brokered by Avenues - Headquarters,Townhouse,795000,5,2,2184.207862,Brooklyn,"1065 Hegeman AveBrooklyn, NY 11208",United States,New York,Kings County,40.6678086,-73.8739629
Brokered by Douglas Elliman - Franklin Square,Multi-family home,750000,3,4,2184.207862,Brooklyn,"4701 Beverley RdBrooklyn, NY 11203",United States,New York,Kings County,40.6463635,-73.9325263
Brokered by Prospes Real Estate Corp,Condo,899999,3,3,1750.0,Flushing,"148-09 Northern Blvd Unit 5GFlushing, NY 11354",New York,Queens County,Queens,40.7654814,-73.8178731
Brokered by COMPASS,Condo,1325000,3,2,1597.0,Brooklyn,"9511 Shore Rd Apt 503Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6163434,-74.0377889
Brokered by Corcoran Brooklyn Heights,Townhouse,595000,1,2,846.0,Brooklyn,"943 Saint Marks Ave Apt 1ABrooklyn, NY 11213",New York,Kings County,Brooklyn,40.6749628,-73.9401841
Brokered by Keller Williams Realty Central Monmouth,Condo,330000,1,1,726.0,Staten Island,"215 Hart Blvd Apt 2BStaten Island, NY 10301",New York,Richmond County,Staten Island,40.6299335,-74.0999243
Brokered by COMPASS,Condo,2998000,3,3,1763.0,Queens,"46-30 Center Blvd Ph 4Queens, NY 11109",United States,New York,Queens County,40.7465758,-73.9569744
Brokered by Keller Williams Realty Liberty,Co-op,425000,2,1,2184.207862,Brooklyn,"86 Beaver St Apt 2JBrooklyn, NY 11206",New York,Kings County,Brooklyn,40.699914,-73.936622
Brokered by Julia B. Fee Sotheby's International Realty,Co-op,345000,2,1,1000.0,Bronx,"2711 Henry Hudson Pkwy Apt 5GBronx, NY 10463",New York,Bronx County,The Bronx,40.8819273,-73.9172822
NoBroker,Condo,999000,2,2,1187.0,Flushing,"133-38 Sanford Ave Unit 16DFlushing, NY 11355",New York,Queens County,Queens,40.7560001,-73.8293002
Brokered by Soverign Homes Realty Inc,House,450000,3,2,2184.207862,Queens,"125-15 Defoe StQueens, NY 11413",United States,New York,Queens County,40.681047,-73.754428
Brokered by R Jaundoo Realty Llc,Co-op,135000,2,1,750.0,Bronx,"950 Hoe Ave Apt 4CBronx, NY 10459",New York,Bronx County,The Bronx,40.8224272,-73.8900397
Brokered by Vylla Home,Condo,261250,2,1,857.0,Bronx,"1017 Faile St Unit 1017BBronx, NY 10459",New York,Bronx County,The Bronx,40.8245968,-73.8898403
Brokered by City Realty Group,Condo,728000,3,2,1450.0,Woodside,"41-38 66th St Unit 5BWoodside, NY 11377",New York,Queens County,Queens,40.7436792,-73.8983202
Brokered by Berkshire Hathaway,Pending,199000,3,2,1100.0,Bronx,"1259 Grant Ave Apt 5HBronx, NY 10456",New York,Bronx County,The Bronx,40.8344217,-73.914718
Brokered by Keller Williams Realty NYC Grp,Multi-family home,3200000,3,2,3735.0,New York,"2117 5th AveNew York, NY 10035",United States,New York,New York County,40.8093495,-73.9398627
Brokered by COMPASS,Condo,1950000,3,3,1300.0,Manhattan,"300 E 85th St Unit 1103/1104Manhattan, NY 10028",New York,New York County,New York,40.7770634,-73.9522998
"Brokered by Listwithfreedom.Com, Inc.",Co-op,600000,2,2,900.0,New York,"736 W 186th St Apt 7GNew York, NY 10033",New York,New York County,New York,40.8535911,-73.9359601
Brokered by HIGH CLASS REALTY SB LLC.,Condo,569000,1,1,739.0,Brooklyn,"390 Kings Hwy Apt 5DBrooklyn, NY 11223",New York,Kings County,Brooklyn,40.604365,-73.9757485
Brokered by COMPASS,Co-op,749000,1,1,2184.207862,Manhattan,"57 Thompson St Apt 2BManhattan, NY 10012",New York,New York County,New York,40.7241044,-74.0035529
Brokered by EXIT REALTY FIRST CHOICE,House,2488000,4,2,3850.0,Brooklyn,"232 Beaumont StBrooklyn, NY 11235",United States,New York,Kings County,40.5762337,-73.9511136
Brokered by E Realty International Corp,Multi-family home,1138000,5,3,1026.0,Brooklyn,"1520 63rd StBrooklyn, NY 11219",United States,New York,Kings County,40.6240315,-73.9954118
Brokered by City Homes Realty Group Llc,Multi-family home,1359000,11,6,2240.0,Brooklyn,"1353 Putnam AveBrooklyn, NY 11221",United States,New York,Kings County,40.6941915,-73.913053
Brokered by COMPASS,Multi-family home,3720000,8,8,5500.0,Manhattan,"29 Essex StManhattan, NY 10002",United States,New York,New York County,40.7158959,-73.989796
Brokered by EXIT REALTY ACHIEVE,Multi-family home,974998,7,2,2184.207862,Brooklyn,"759 Glenmore AveBrooklyn, NY 11208",United States,New York,Kings County,40.675444,-73.8823121
Brokered by COMPASS,Co-op,300000,3,1,600.0,Brooklyn,"599 E 7th St Apt 4GBrooklyn, NY 11218",New York,Kings County,Brooklyn,40.6372695,-73.9712947
Brokered by Getmore Realty Inc,House,729000,3,3,2184.207862,Saint Albans,"110-36 199th StSaint Albans, NY 11412",United States,New York,Queens County,40.7052223,-73.7583006
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op,750000,2,2,2184.207862,New York,"575 Park Ave # 1508New York, NY 10065",New York,New York County,New York,40.7651716,-73.9678719
Brokered by DiTommaso Real Estate,House,599000,3,2,1120.0,Staten Island,"45 Bogota StStaten Island, NY 10314",United States,New York,Richmond County,40.5863749,-74.1470603
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Townhouse,11950000,6,5,5336.0,New York,"27 E 73rd StNew York, NY 10021",United States,New York,New York County,40.772751,-73.9650884
Brokered by Corcoran West Side,Co-op,825000,1,2,1100.0,New York,"180 E End Ave Apt 18HNew York, NY 10128",New York,New York County,New York,40.7766673,-73.9439269
Brokered by Soverign Homes Realty Inc,House,800000,3,2,2184.207862,Brooklyn,"742 Lexington AveBrooklyn, NY 11221",United States,New York,Kings County,40.6899365,-73.9294828
Brokered by Brown Harris Stevens,Co-op,289000,3,1,2184.207862,Brooklyn,"36 Dahill Rd Apt 1LBrooklyn, NY 11218",New York,Kings County,Brooklyn,40.646116,-73.98134
Brokered by Douglas Elliman - 575 Madison Ave,Condo,4750000,4,4,4100.0,New York,"116 W 14th St Fl 4New York, NY 10011",New York,New York County,New York,40.7375173,-73.9979625
Brokered by Douglas Elliman  -111 Fifth Ave,Co-op,899999,2,1,2184.207862,New York,"224 E 11th St Apt 22New York, NY 10003",New York,New York County,New York,40.7308571,-73.9878596
Brokered by Hauseit LLC - Hauseit LLC,Townhouse,868000,2,2,1152.0,Middle Village,"58-36 79th StMiddle Village, NY 11379",United States,New York,Queens County,40.7259203,-73.8814296
Brokered by COMPASS,Condo,3995000,3,3,1637.0,Manhattan,"450 W 17th St Apt 1709Manhattan, NY 10011",New York,New York County,New York,40.7435613,-74.0063336
Brokered by EXP COMMERCIAL LLC,House,1500000,3,2,1240.0,Brooklyn,"243 Bay 13 StBrooklyn, NY 11214",United States,New York,Kings County,40.6045606,-74.0114555
Brokered by SOUTHSIDE REALTY GROUP LLC,House,625000,4,2,2184.207862,Brooklyn,"1797 Troy AveBrooklyn, NY 11234",United States,New York,Kings County,40.6283989,-73.9334448
Brokered by COMPASS,Pending,749000,1,1,2184.207862,Manhattan,"88 Charles St Apt 3DManhattan, NY 10014",New York,New York County,New York,40.7345653,-74.0041732
Brokered by Exp Realty,House,520000,3,2,1705.0,Bronx,"503 E 182nd StBronx, NY 10457",United States,New York,Bronx County,40.8536129,-73.8933593
Brokered by EXP Realty - HAUPPAUGE,Multi-family home,749900,5,2,1400.0,Brooklyn,"159 Montauk AveBrooklyn, NY 11208",United States,New York,Kings County,40.6754664,-73.8780744
Brokered by RE MAX Distinguished Homes & Properties,Multi-family home,799000,6,4,2310.0,Bronx,"669 E 237th StBronx, NY 10466",United States,New York,Bronx County,40.897885,-73.8562199
Brokered by Charles H. Greenthal Property,Co-op,959000,3,4,1993.0,Floral Park,"27110 Grand Central Pkwy Apt 11VFloral Park, NY 11005",New York,Queens County,Queens,40.7564761,-73.7212008
Brokered by Mitra Hakimi Realty Group LLC,Multi-family home,888000,5,3,2980.0,East Flatbush,"228 E 89th StEast Flatbush, NY 11203",United States,New York,Kings County,40.6484284,-73.9166783
"Brokered by Prime Time Real Estate, Inc.",House,725000,2,2,988.0,Staten Island,"51 Bedford AveStaten Island, NY 10306",United States,New York,Richmond County,40.5821761,-74.1078688
Brokered by Brown Harris Stevens - 445 Park Avenue,Condop,1065000,2,2,2184.207862,Manhattan,"215 E 96th St Unit 25CManhattan, NY 10128",New York County,New York,Manhattan,40.7850141,-73.9481639
Brokered by Keller Williams NYC,Condo,744000,2,1,890.0,Queens,"32-86 33rd St Unit D7Queens, NY 11106",New York,Queens County,Queens,40.7592629,-73.9257407
Brokered by COMPASS,Pending,675000,3,0,2780.0,Manhattan,"41 Warren St Unit SubcManhattan, NY 10007",New York,New York County,New York,40.7143933,-74.0088774
Brokered by Douglas Elliman - 575 Madison Ave,Condo,4595000,4,4,3052.0,New York,"619 E 6th St Unit 1New York, NY 10009",New York,New York County,New York,40.7241883,-73.9804574
Brokered by 5 Boro Realty Corp,Co-op,475000,1,1,2184.207862,Brooklyn,"213 Eastern Pkwy Apt 2Brooklyn, NY 11238",New York,Kings County,Brooklyn,40.671881,-73.961562
Brokered by Progress Realty Inc.,Co-op,189000,2,1,800.0,Bronx,"756 Brady Ave Apt 307Bronx, NY 10462",New York,Bronx County,The Bronx,40.8522362,-73.8655005
Brokered by First Class Realty Enterprises,House,998888,4,3,2184.207862,Jamaica,"115-04 144th StJamaica, NY 11436",United States,New York,Queens County,40.682563,-73.799077
Brokered by COMPASS,Pending,4500000,1,2,5400.0,Brooklyn,"129 Russell St Unit CommercialBrooklyn, NY 11222",United States,New York,Kings County,40.7248276,-73.9446616
Brokered by Exp Realty,Multi-family home,3250000,6,4,3059.0,Brooklyn,"68 Clifton PlBrooklyn, NY 11238",United States,New York,Kings County,40.6877385,-73.9618932
Brokered by Berkshire Hathaway HomeServices Cangiano Estates,Multi-family home,769000,7,2,2100.0,Staten Island,"222 Gordon StStaten Island, NY 10304",United States,New York,Richmond County,40.6219621,-74.0832854
Brokered by Exp Realty,House,648998,3,2,1296.0,Bronx,"1361 Waring AveBronx, NY 10469",United States,New York,Bronx County,40.8611669,-73.8467192
